Title,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,equipment_details,equipment,muscle_group
Single-arm dumbbell upright row,,,,,,,Shoulders
Single-arm half-kneeling shoulder press,,,,,,,Shoulders
Single-arm high-cable side bend,https://www.bodybuilding.com/exercises/one-arm-high-pulley-cable-side-bends,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-107c-single-arm-high-cable-side-bend-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-107c-single-arm-high-cable-side-bend-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Abdominals
Single-arm incline lateral raise,https://www.bodybuilding.com/exercises/one-arm-incline-lateral-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-24n-single-arm-incline-lateral-raise-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Null
Single-arm incline lateral raise-,,,,,,,Shoulders
Single-arm incline rear delt raise,https://www.bodybuilding.com/exercises/dumbbell-lying-one-arm-rear-lateral-raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Single-arm incline rear delt raise,https://www.bodybuilding.com/exercises/dumbbell-lying-one-arm-rear-lateral-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-14n-single-arm-incline-rear-delt-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-14n-single-arm-incline-rear-delt-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Single-arm kettlebell clean,https://www.bodybuilding.com/exercises/one-arm-kettlebell-clean,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-80k-single-arm-kettlebell-clean-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-80k-single-arm-kettlebell-clean-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Hamstrings
Single-arm kettlebell clean and jerk,https://www.bodybuilding.com/exercises/one-arm-kettlebell-clean-and-jerk-,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Null
Single-arm kettlebell clean and jerk-,,,,,,,Shoulders
Single-arm kettlebell overhead squat,,,,,,,Quadriceps
Single-arm kettlebell push-press,https://www.bodybuilding.com/exercises/one-arm-kettlebell-push-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-67k-single-arm-kettlebell-push-press-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-67k-single-arm-kettlebell-push-press-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Shoulders
Single-arm kettlebell row,https://www.bodybuilding.com/exercises/one-arm-dumbbell-bench-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-12e-single-arm-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-12e-single-arm-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Chest
Single-arm kettlebell snatch,https://www.bodybuilding.com/exercises/one-arm-kettlebell-snatch,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Shoulders
Single-arm kettlebell snatch,https://www.bodybuilding.com/exercises/one-arm-kettlebell-snatch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-79k-single-arm-kettlebell-snatch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-79k-single-arm-kettlebell-snatch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,Shoulders
Single-arm kettlebell swing,,,,,,,Hamstrings
Single-arm kneeling lat pull-down,,,,,,,Lats
Single-arm lateral raise,https://www.bodybuilding.com/exercises/one-arm-side-laterals,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Single-arm low cable triceps extension-,,,,,,,Triceps
Single-arm palm-in dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-palm-in-one-arm-dumbbell-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Single-arm pull-down,,,,,,,Lats
Single-arm side deadlift,,,,,,,Quadriceps
Single-arm side lying rear fly,,,,,,,Shoulders
Single-arm standing shoulder press,https://www.bodybuilding.com/exercises/dumbbell-one-arm-shoulder-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Single-cone sprint drill,,,,,,,Quadriceps
Single-dumbbell front raise,https://www.bodybuilding.com/exercises/single-dumbbell-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18d-single-dumbbell-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18d-single-dumbbell-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Single-dumbbell push-up,,,,,,,Chest
Single-leg cable hip extension,https://www.bodybuilding.com/exercises/one-legged-cable-kickback,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43c-single-leg-cable-hip-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43c-single-leg-cable-hip-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Glutes
Single-leg depth squat,https://www.bodybuilding.com/exercises/single-leg-high-box-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-68e-single-leg-depth-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-68e-single-leg-depth-squat-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/bands,Bands,Quadriceps
Single-leg glute bridge,https://www.bodybuilding.com/exercises/single-leg-glute-bridge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61a-single-leg-glute-bridge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61a-single-leg-glute-bridge-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Glutes
Single-leg kettlebell deadlift,,,,,,,Hamstrings
Single-leg lying cross-over stretch,,,,,,,Abductors
Sit Squats,,,,,,,Quadriceps
Sit-up,,,,,,,Abdominals
Sit-ups,,,,,,,Null
Sitting Calf Raises,,,,,,,Null
Skating,https://www.bodybuilding.com/exercises/skating,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,Quadriceps
Skip,,,,,,,Quadriceps
Skipping - Standard,,,,,,,Null
Sled Drag - Harness,,,,,,,Quadriceps
Sled Push,,,,,,,Quadriceps
Sled Reverse Flye,,,,,,,Shoulders
Sled Row,,,,,,,Middle Back
Sled push-,,,,,,,Hamstrings
Sledgehammer swing,https://www.bodybuilding.com/exercises/sledgehammer-swings,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,Abdominals
Sledgehammer swing,https://www.bodybuilding.com/exercises/sledgehammer-swings,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-186s-sledghehammer-swing-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-186s-sledghehammer-swing-m3-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,Abdominals
Slide Jump Shot,,,,,,,Quadriceps
Smith Machine Calf Raise,https://www.bodybuilding.com/exercises/smith-machine-calf-raise,,,https://www.bodybuilding.com/exercises/muscle/calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Calves
Smith Machine Close-Grip Bench Press,,,,,,,Chest
Smith Machine Close-grip Bench Press,,,,,,,Null
Smith Machine Decline Press,,,,,,,Chest
Smith Machine Hang Power Clean,,,,,,,Hamstrings
Smith Machine Incline Bench Press,,,,,,,Chest
Smith Machine Reverse Calf Raises,,,,,,,Calves
Smith machine Bulgarian split squat,,,,,,,Quadriceps
Smith machine back squat,https://www.bodybuilding.com/exercises/smith-machine-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Smith machine behind-the-back shrug,,,,,,,Traps
Smith machine bench press,https://www.bodybuilding.com/exercises/smith-machine-bench-press,,,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Chest
Smith machine bent-over row,,,,,,,Middle Back
Smith machine box squat,https://www.bodybuilding.com/exercises/chair-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Smith machine inverted row,,,,,,,Middle Back
Smith machine leg press,,,,,,,Quadriceps
Smith machine pistol squat,,,,,,,Quadriceps
Smith machine shoulder press,https://www.bodybuilding.com/exercises/smith-machine-overhead-shoulder-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-alt-31t-smith-machine-shoulder-press-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Shoulders
Smith machine shrug,https://www.bodybuilding.com/exercises/smith-machine-shrug,,,https://www.bodybuilding.com/exercises/muscle/traps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Traps
Smith machine stiff-legged deadlift,,,,,,,Hamstrings
Smith machine straight-legged hip raise,,,,,,,Abdominals
Smith machine upright row,,,,,,,Traps
Snach,,,,,,,Null
Snatch Deadlift,https://www.bodybuilding.com/exercises/snatch-deadlift,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Hamstrings
Snatch Shrug,,,,,,,Traps
Snatch-Grip Behind-The-Neck Overhead Press,https://www.bodybuilding.com/exercises/snatch-grip-behind-the-neck-overhead-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/4571/Male/m/4571_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Shoulders
Snatch-Grip Behind-The-Neck Overhead Press,https://www.bodybuilding.com/exercises/snatch-grip-behind-the-neck-overhead-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Shoulders
Southpaw sprawl,,,,,,,Quadriceps
Speed Deadlift,,,,,,,Null
Sphinx push-up,,,,,,,Chest
Spider crawl,https://www.bodybuilding.com/exercises/spider-crawl,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Spinal Stretch,,,,,,,Middle Back
Splinter Sit-ups,,,,,,,Null
Split Clean,,,,,,,Quadriceps
Split Jerk,,,,,,,Quadriceps
Split Jump,,,,,,,Quadriceps
Split Squat with Dumbbells,https://www.bodybuilding.com/exercises/split-squat-with-dumbbells,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61e-dumbbell-bulgarian-split-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61e-dumbbell-bulgarian-split-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Quadriceps
Sprawl frog kick,,,,,,,Quadriceps
Squat Jerk,,,,,,,Quadriceps
Squat Jumps,,,,,,,Null
Squat Thrust,,,,,,,Null
Squat with Chains,https://www.bodybuilding.com/exercises/squat-with-chains,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Quadriceps
Squats,,,,,,,Null
Squats - With Bands,,,,,,,Quadriceps
Stair climber,https://www.bodybuilding.com/exercises/step-mill,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Stairmaster,https://www.bodybuilding.com/exercises/stairmaster,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51m-stair-climber-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51m-stair-climber-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Standing Barbell Press Behind Neck,,,,,,,Shoulders
Standing Bent-Over One-Arm Dumbbell Triceps Extension,,,,,,,Triceps
Standing Bicep Curl,,,,,,,Null
Standing Biceps Cable Curl,https://www.bodybuilding.com/exercises/standing-biceps-cable-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22c-cable-straight-bar-biceps-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22c-cable-straight-bar-biceps-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Biceps
Standing Biceps Stretch,,,,,,,Biceps
Standing Bradford press,https://www.bodybuilding.com/exercises/standing-bradford-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Shoulders
Standing Cable Chest Press,,,,,,,Chest
Standing Cable Wood Chop,,,,,,,Abdominals
Standing Calf Raises,https://www.bodybuilding.com/exercises/standing-calf-raises,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Calves
Standing Dumbbell Reverse Curl,,,,,,,Biceps
Standing Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/standing-dumbbell-triceps-extension,https://www.bodybuilding.com/images/2020/june/345_1.jpg,https://www.bodybuilding.com/images/2020/june/345_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Null
Standing Elevated Quad Stretch,,,,,,,Quadriceps
Standing Gastrocnemius Calf Stretch,,,,,,,Calves
Standing Hamstring and Calf Stretch,,,,,,,Hamstrings
Standing Hip Circles,https://www.bodybuilding.com/exercises/standing-hip-circles,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/m/873_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/m/873_2.jpg,https://www.bodybuilding.com/exercises/muscle/abductors,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abductors
Standing Hip Flexors,,,,,,,Quadriceps
Standing Inner-Biceps Curl,,,,,,,Biceps
Standing Leg Curl,,,,,,,Hamstrings
Standing Low-Pulley Deltoid Raise,,,,,,,Shoulders
Standing Olympic Plate Hand Squeeze,https://www.bodybuilding.com/exercises/standing-olympic-plate-hand-squeeze,,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/other,Other,Forearms
Standing Olympic Plate Hand Squeeze,https://www.bodybuilding.com/exercises/standing-olympic-plate-hand-squeeze,https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/m/6_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/m/6_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/other,Other,Forearms
Standing One-Arm Cable Curl,https://www.bodybuilding.com/exercises/standing-one-arm-cable-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Biceps
Standing One-Arm Dumbbell Curl Over Incline Bench,https://www.bodybuilding.com/exercises/standing-one-arm-dumbbell-curl-over-incline-bench,,,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/finder,,Biceps
Standing One-Arm Dumbbell Curl Over Incline Bench,https://www.bodybuilding.com/exercises/standing-one-arm-dumbbell-curl-over-incline-bench,https://www.bodybuilding.com/exercises/exerciseImages/sequences/339/Male/m/339_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/339/Male/m/339_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/finder,,Biceps
Standing One-Arm Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/standing-one-arm-dumbbell-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/finder,Dumbbells,Triceps
Standing Pelvic Tilt,,,,,,,Lower Back
Standing Rope Forearm,,,,,,,Null
Standing Soleus And Achilles Stretch,,,,,,,Calves
Standing Toe Touches,,,,,,,Hamstrings
Standing Towel Triceps Extension,,,,,,,Triceps
Standing barbell calf raise,,,,,,,Calves
Standing barbell overhead triceps extension,https://www.bodybuilding.com/exercises/standing-overhead-barbell-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Triceps
Standing barbell overhead triceps extension,https://www.bodybuilding.com/exercises/standing-overhead-barbell-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-60b-standing-barbell-overhead-triceps-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-60b-standing-barbell-overhead-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Triceps
Standing behind-the-back wrist curl,https://www.bodybuilding.com/exercises/standing-palms-up-barbell-behind-the-back-wrist-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-14b-standing-behind-the-back-wrist-curl-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Forearms
Standing cable crunch,https://www.bodybuilding.com/exercises/standing-rope-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Abdominals
Standing cable crunch,https://www.bodybuilding.com/exercises/standing-rope-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34c-standing-cable-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34c-standing-cable-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Abdominals
Standing cable low-to-high twist,https://www.bodybuilding.com/exercises/standing-cable-lift,,,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Abdominals
Standing cable rear delt row,https://www.bodybuilding.com/exercises/cable-rope-rear-delt-rows,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Shoulders
Standing concentration curl,https://www.bodybuilding.com/exercises/standing-concentration-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Biceps
Standing crossed-cable rear delt fly,,,,,,,Shoulders
Standing dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Standing dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-dumbbell-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104d-standing-dumbbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Standing dumbbell shrug,https://www.bodybuilding.com/exercises/dumbbell-shrug,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Traps
Standing dumbbell upright row,https://www.bodybuilding.com/exercises/standing-dumbbell-upright-row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-125d-standing-dumbbell-upright-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-125d-standing-dumbbell-upright-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Traps
Standing face pull,https://www.bodybuilding.com/exercises/face-pull,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Shoulders
Standing hip extension,,,,,,,Glutes
Standing leg swing,https://www.bodybuilding.com/exercises/front-leg-raises,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83s-standing-leg-swing-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83s-standing-leg-swing-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Hamstrings
Standing palms-in shoulder press,https://www.bodybuilding.com/exercises/standing-palms-in-dumbbell-press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Shoulders
Standing side bend stretch,,,,,,,Lats
Stationary Bike,,,,,,,Null
Stationary bike,https://www.bodybuilding.com/exercises/bicycling-stationary,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,Quadriceps
Step-up with knee raise,https://www.bodybuilding.com/exercises/step-up-with-knee-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Glutes
Step-up with knee raise,https://www.bodybuilding.com/exercises/step-up-with-knee-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/glutes,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Glutes
Stiff Leg Barbell Good Morning,,,,,,,Lower Back
Stiff-Legged Dumbbell Deadlift,https://www.bodybuilding.com/exercises/stiff-legged-dumbbell-deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9d-dumbbell-stiff-legged-deadlift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9d-dumbbell-stiff-legged-deadlift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Hamstrings
Stiff-legged Deadlifts,,,,,,,Null
Stomach Vacuum,https://www.bodybuilding.com/exercises/stomach-vacuum,https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,Abdominals
Straight Bar Bench Mid Rows,,,,,,,Middle Back
Straight-Arm Pulldown,https://www.bodybuilding.com/exercises/straight-arm-pulldown,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-104c-straight-arm-bar-pull-down-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-104c-straight-arm-bar-pull-down-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Lats
Straight-arm Pull Down (bar Attachment),,,,,,,Null
Straight-arm Pull Down (rope Attachment),,,,,,,Null
Straight-arm dumbbell pull-over,https://www.bodybuilding.com/exercises/straight-arm-dumbbell-pullover,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,Chest
Straight-arm plank with biceps curl-,,,,,,,Biceps
Straight-arm rope pull-down,https://www.bodybuilding.com/exercises/rope-straight-arm-pulldown,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,Lats
Straight-bar wrist roll-up,https://www.bodybuilding.com/exercises/wrist-rotations-with-straight-bar,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-116s-straight-bar-wrist-roll-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-116s-straight-bar-wrist-roll-up-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,https://www.bodybuilding.com/exercises/finder,,Forearms
Stride Jump Crossover,,,,,,,Quadriceps
Suitcase crunch,,,,,,,Abdominals
Sumo Deadlift with Bands,,,,,,,Hamstrings
Sumo Deadlift with Chains,,,,,,,Hamstrings
Sumo deadlift,https://www.bodybuilding.com/exercises/sumo-deadlift,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,Hamstrings
